index,address,bathrooms,country,detailedType,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,numPhotos,operation,parkingSpace,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts,thumbnail,url
39,Calypo Fado,3,es,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",53591,,False,,,False,False,,False,False,40.2416286,-4.0606437,Calypo Fado,,False,24,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1100.0,4.0,87622820,chalet,Toledo,4,False,280.0,good,"{'subtitle': 'Calypo Fado', 'title': 'Casa independiente'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5b/2c/1f/735900032.jpg,https://www.idealista.com/inmueble/87622820/
40,Calle de Cronos,2,es,"{'typology': 'flat', 'subTypology': 'duplex'}",27125,San Blas,True,CRONOS,3,False,False,True,False,False,40.4419416,-3.6198014,Madrid,Simancas,False,33,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 90.0}",1100.0,9.0,87653352,duplex,Madrid,2,False,120.0,good,"{'subtitle': 'Simancas, Madrid', 'title': 'Dúplex en Calle de Cronos'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/90/ce/1d/727402773.jpg,https://www.idealista.com/inmueble/87653352/
41,Calle del Príncipe de Vergara,1,es,{'typology': 'flat'},29526,Salamanca,False,1307,5,False,False,True,False,False,40.4300886,-3.6802221,Madrid,Lista,False,20,rent,,1100.0,22.0,87434090,flat,Madrid,1,False,50.0,good,"{'subtitle': 'Lista, Madrid', 'title': 'Piso en Calle del Príncipe de Vergara'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/67/1e/f0/720943741.jpg,https://www.idealista.com/inmueble/87434090/
42,Calle Rafael Bergamín,3,es,"{'typology': 'flat', 'subTypology': 'duplex'}",30147,Ciudad Lineal,True,ARR. RAFAEL 01,13,False,False,True,False,False,40.4522832,-3.6600143,Madrid,San Juan Bautista,False,60,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2300.0,13.0,87236934,duplex,Madrid,4,False,180.0,good,"{'subtitle': 'San Juan Bautista, Madrid', 'title': 'Dúplex en Calle Rafael Bergamín'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/15/93/715466842.jpg,https://www.idealista.com/inmueble/87236934/
43,Paseo de la Chopera,3,es,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",38184,Norte,False,,,False,False,,False,False,40.5427,-3.65615,Alcobendas,,False,31,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2300.0,7.0,87277580,chalet,Madrid,4,False,315.0,good,"{'subtitle': 'Norte, Alcobendas', 'title': 'Chalet adosado en Paseo de la Chopera'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/d6/09/718204490.jpg,https://www.idealista.com/inmueble/87277580/
44,Avenida del Manzanares,2,es,{'typology': 'flat'},30580,Latina,True,NGH 45,1,False,False,True,False,False,40.40693,-3.72172,Madrid,Los Cármenes,False,5,rent,,1100.0,11.0,87659831,flat,Madrid,3,False,97.0,good,"{'subtitle': 'Los Cármenes, Madrid', 'title': 'Piso en Avenida del Manzanares'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e5/6b/76/727600110.jpg,https://www.idealista.com/inmueble/87659831/
45,"Calle de Sor Ángela de la Cruz, 36",2,es,{'typology': 'flat'},32993,Tetuán,True,2815-000737-02,2,False,False,True,False,False,40.4607133,-3.6979007,Madrid,Cuzco-Castillejos,False,8,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1200.0,15.0,87363892,flat,Madrid,2,True,78.0,good,"{'subtitle': 'Cuzco-Castillejos, Madrid', 'title': 'Piso en Calle de Sor Ángela de la Cruz, 36'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/a6/a4/718863335.jpg,https://www.idealista.com/inmueble/87363892/
46,"Calle de los Prados, 31",3,es,{'typology': 'chalet'},33834,,False,2830-017013-01,,False,False,,False,False,40.5470988,-3.3719694,Camarma de Esteruelas,,False,9,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",730.0,4.0,87332041,chalet,Madrid,4,True,180.0,good,"{'subtitle': 'Camarma de Esteruelas', 'title': 'Chalet en Calle de los Prados, 31'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/03/db/6f/717957382.jpg,https://www.idealista.com/inmueble/87332041/
47,"Calle del Caballero de Gracia, 10",1,es,"{'typology': 'flat', 'subTypology': 'studio'}",30034,Centro,False,,2,False,False,True,False,False,40.4194731,-3.7007797,Madrid,Sol,False,10,rent,,1200.0,22.0,87649419,studio,Madrid,0,True,55.0,good,"{'subtitle': 'Sol, Madrid', 'title': 'Estudio en Calle del Caballero de Gracia, 10'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bd/00/eb/727267291.jpg,https://www.idealista.com/inmueble/87649419/
48,Calle de Ríos Rosas,2,es,{'typology': 'flat'},31364,Chamberí,True,,2,False,False,True,False,False,40.4422911,-3.6949419,Madrid,Nuevos Ministerios-Ríos Rosas,False,36,rent,,2300.0,16.0,87436289,flat,Madrid,4,False,147.0,good,"{'subtitle': 'Nuevos Ministerios-Ríos Rosas, Madrid', 'title': 'Piso en Calle de Ríos Rosas'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/82/91/99/721026130.jpg,https://www.idealista.com/inmueble/87436289/
49,barrio Huertas-Cortes,1,es,{'typology': 'flat'},29594,Centro,True,RP177201962426,2,False,False,True,False,False,40.4165846,-3.6971625,Madrid,Huertas-Cortes,False,15,rent,,1200.0,22.0,87252754,flat,Madrid,1,False,54.0,good,"{'subtitle': 'Huertas-Cortes, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/1d/11/720672430.jpg,https://www.idealista.com/inmueble/87252754/
0,Calle de Fuencarral,1,es,{'typology': 'flat'},30410,Centro,False,cf566eb1744718849763,5,False,False,False,False,False,40.4235708,-3.7020468,Madrid,Malasaña-Universidad,False,17,rent,,1467.0,42.0,87191889,flat,Madrid,1,False,35.0,,"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en Calle de Fuencarral'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/80/8b/70/714138210.jpg,https://www.idealista.com/inmueble/87191889/
1,Calle del Tutor,1,es,{'typology': 'flat'},31801,Moncloa,False,DIE053,ss,False,False,True,False,False,40.4306224,-3.7157358,Madrid,Argüelles,False,9,rent,,1100.0,17.0,87774063,flat,Madrid,2,False,65.0,good,"{'subtitle': 'Argüelles, Madrid', 'title': 'Piso en Calle del Tutor'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b7/77/13/730595608.jpg,https://www.idealista.com/inmueble/87774063/
2,Tiberiades,1,es,{'typology': 'flat'},30107,Hortaleza,True,,6,False,False,True,False,False,40.4652099,-3.6377015,Madrid,Canillas,False,12,rent,,1200.0,10.0,87901880,flat,Madrid,3,False,120.0,good,"{'subtitle': 'Canillas, Madrid', 'title': 'Piso en Tiberiades'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4a/15/e6/733842022.jpg,https://www.idealista.com/inmueble/87901880/
3,barrio Castellana,3,es,{'typology': 'flat'},29682,Salamanca,True,,5,False,False,True,False,False,40.4314254,-3.6810968,Madrid,Castellana,False,14,rent,,2300.0,18.0,87402416,flat,Madrid,4,False,130.0,good,"{'subtitle': 'Castellana, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dd/97/43/720046202.jpg,https://www.idealista.com/inmueble/87402416/
4,"Paseo de los Pontones, 22  ",2,es,{'typology': 'flat'},30181,Arganzuela,True,,1,False,False,True,False,False,40.4043912,-3.7182995,Madrid,Imperial,False,15,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1100.0,13.0,87897966,flat,Madrid,2,True,85.0,good,"{'subtitle': 'Imperial, Madrid', 'title': 'Piso en Paseo de los Pontones, 22  '}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0c/07/6d/733750216.jpg,https://www.idealista.com/inmueble/87897966/
5,Dolores Ibarruri,2,es,{'typology': 'flat'},38860,Norte,True,,1,False,False,True,False,False,40.5505677,-3.6541709,Alcobendas,,False,15,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1150.0,13.0,87671434,flat,Madrid,3,False,90.0,good,"{'subtitle': 'Norte, Alcobendas', 'title': 'Piso en Dolores Ibarruri'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/f4/5e/728031974.jpg,https://www.idealista.com/inmueble/87671434/
6,Calle Liebre,1,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",30032,Hortaleza,True,,3,False,False,True,False,False,40.459288,-3.6465708,Madrid,Canillas,False,16,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1200.0,20.0,87753844,penthouse,Madrid,1,False,60.0,good,"{'subtitle': 'Canillas, Madrid', 'title': 'Ático en Calle Liebre'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/44/86/50/731300577.jpg,https://www.idealista.com/inmueble/87753844/
7,Segunda Fase,2,es,{'typology': 'flat'},45361,Segunda Fase,True,TC0064,8,False,False,True,False,False,40.5968402,-3.7025713,Tres Cantos,,False,25,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1200.0,11.0,87716989,flat,Madrid,3,False,110.0,good,"{'subtitle': 'Segunda Fase, Tres Cantos', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/25/fc/729289827.jpg,https://www.idealista.com/inmueble/87716989/
8,Calle Casado del Alisal,1,es,{'typology': 'flat'},28863,Retiro,True,283,3,False,False,True,False,False,40.4120731,-3.6908691,Madrid,Jerónimos,False,16,rent,,1100.0,18.0,87306258,flat,Madrid,1,False,60.0,good,"{'subtitle': 'Jerónimos, Madrid', 'title': 'Piso en Calle Casado del Alisal'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/a6/f5/717227104.jpg,https://www.idealista.com/inmueble/87306258/
9,Fuente el Saz de Jarama,4,es,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",43742,,False,6954/1612,,False,False,,False,False,40.6330848,-3.5210351,Fuente el Saz de Jarama,,False,20,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1100.0,5.0,87621558,chalet,Madrid,4,False,211.0,good,"{'subtitle': 'Fuente el Saz de Jarama', 'title': 'Chalet pareado'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8a/06/35/726495129.jpg,https://www.idealista.com/inmueble/87621558/
10,Plaza de Toros,1,es,{'typology': 'flat'},28158,Centro,True,,3,False,False,True,False,False,40.02865,-3.59937,Aranjuez,,False,15,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 50.0}",550.0,7.0,87568305,flat,Madrid,2,False,78.0,good,"{'subtitle': 'Centro, Aranjuez', 'title': 'Piso en Plaza de Toros'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/37/04/74/725066699.jpg,https://www.idealista.com/inmueble/87568305/
11,barrio Aravaca,3,es,{'typology': 'flat'},38305,Moncloa,True,A254,2,False,False,True,False,False,40.4602736,-3.7831434,Madrid,Aravaca,False,9,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2200.0,15.0,87577436,flat,Madrid,3,False,148.0,good,"{'subtitle': 'Aravaca, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9d/1a/95/725293005.jpg,https://www.idealista.com/inmueble/87577436/
12,Calle de Cardenal Mendoza,2,es,{'typology': 'flat'},31223,Latina,False,00032,bj,False,False,False,False,False,40.4128094,-3.7254862,Madrid,Puerta del Ángel,False,11,rent,,1100.0,25.0,87875144,flat,Madrid,2,False,44.0,good,"{'subtitle': 'Puerta del Ángel, Madrid', 'title': 'Piso en Calle de Cardenal Mendoza'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/2b/96/733010590.jpg,https://www.idealista.com/inmueble/87875144/
13,El Soto de la Moraleja,2,es,{'typology': 'flat'},35771,El Soto de la Moraleja,True,1101658,bj,False,False,False,False,True,40.5264503,-3.6360322,La Moraleja,,False,28,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2400.0,13.0,81812134,flat,Madrid,3,False,190.0,good,"{'subtitle': 'El Soto de la Moraleja, La Moraleja', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/50/75/d1/715565649.jpg,https://www.idealista.com/inmueble/81812134/
14,barrio Recoletos,1,es,{'typology': 'flat'},29578,Salamanca,True,283-2,3,False,False,True,False,False,40.422734,-3.6899803,Madrid,Recoletos,False,16,rent,,1100.0,18.0,87446128,flat,Madrid,1,False,60.0,good,"{'subtitle': 'Recoletos, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/35/0f/721471985.jpg,https://www.idealista.com/inmueble/87446128/
15,Norte,3,es,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",38290,Norte,False,001907,,False,False,,False,False,40.5437189,-3.6563409,Alcobendas,,False,15,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2300.0,7.0,87239608,chalet,Madrid,4,False,350.0,good,"{'subtitle': 'Norte, Alcobendas', 'title': 'Chalet adosado'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1f/c9/2f/719377883.jpg,https://www.idealista.com/inmueble/87239608/
16,Calle Tutor,1,es,{'typology': 'flat'},31859,Moncloa,False,,ss,False,False,True,False,False,40.4289583,-3.7184548,Madrid,Argüelles,False,23,rent,,1100.0,17.0,87768267,flat,Madrid,2,False,65.0,good,"{'subtitle': 'Argüelles, Madrid', 'title': 'Piso en Calle Tutor'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a1/cd/29/730466776.jpg,https://www.idealista.com/inmueble/87768267/
17,barrio Valdemarín,2,es,{'typology': 'flat'},38806,Moncloa,True,POZR21610,bj,False,False,True,False,False,40.4656948,-3.7850258,Madrid,Valdemarín,False,25,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2200.0,9.0,87750702,flat,Madrid,2,False,255.0,good,"{'subtitle': 'Valdemarín, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d2/d3/e4/730035322.jpg,https://www.idealista.com/inmueble/87750702/
18,barrio Las Tablas,2,es,{'typology': 'flat'},35235,Fuencarral,True,,2,False,False,True,True,True,40.5052423,-3.6683438,Madrid,Las Tablas,False,44,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1400.0,9.0,88014984,flat,Madrid,3,False,150.0,good,"{'subtitle': 'Las Tablas, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/c1/ea/736498314.jpg,https://www.idealista.com/inmueble/88014984/
19,Calle del General Pardiñas,3,es,{'typology': 'flat'},29465,Salamanca,False,,4,False,False,True,False,False,40.4302088,-3.6790784,Madrid,Lista,False,24,rent,,4200.0,19.0,88013559,flat,Madrid,4,False,227.0,good,"{'subtitle': 'Lista, Madrid', 'title': 'Piso en Calle del General Pardiñas'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c5/2a/59/736449476.jpg,https://www.idealista.com/inmueble/88013559/
20,Travesía de Trujillos,1,es,"{'typology': 'flat', 'subTypology': 'studio'}",30330,Centro,True,med021,3,False,False,True,False,False,40.4169377,-3.7080216,Madrid,Sol,False,32,rent,,1000.0,22.0,85792192,studio,Madrid,0,False,45.0,good,"{'subtitle': 'Sol, Madrid', 'title': 'Estudio en Travesía de Trujillos'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a7/b4/cb/736334554.jpg,https://www.idealista.com/inmueble/85792192/
21,Calle del Doctor Castelo,1,es,{'typology': 'flat'},28672,Retiro,True,,2,False,False,True,False,False,40.4197516,-3.6791045,Madrid,Ibiza,False,10,rent,,1400.0,22.0,88000858,flat,Madrid,2,False,63.0,good,"{'subtitle': 'Ibiza, Madrid', 'title': 'Piso en Calle del Doctor Castelo'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/ba/6b/736157680.jpg,https://www.idealista.com/inmueble/88000858/
22,barrio Goya,3,es,{'typology': 'flat'},28560,Salamanca,True,,4,False,False,True,False,True,40.4236952,-3.6724619,Madrid,Goya,False,27,rent,,2700.0,19.0,87994262,flat,Madrid,3,False,140.0,good,"{'subtitle': 'Goya, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/11/66/14/735994367.jpg,https://www.idealista.com/inmueble/87994262/
23,barrio Castellana,2,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",29830,Salamanca,True,,6,False,False,True,False,True,40.4303788,-3.6848194,Madrid,Castellana,False,31,rent,,2600.0,22.0,87993359,penthouse,Madrid,3,False,120.0,good,"{'subtitle': 'Castellana, Madrid', 'title': 'Ático'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/e9/73/735972727.jpg,https://www.idealista.com/inmueble/87993359/
24,"Calle Miosotis, 21",1,es,{'typology': 'flat'},33526,Tetuán,True,M1703,1,True,False,False,True,False,40.4649032,-3.7012551,Madrid,Valdeacederas,False,65,rent,,1400.0,23.0,87492068,flat,Madrid,2,True,60.0,good,"{'subtitle': 'Valdeacederas, Madrid', 'title': 'Piso en Calle Miosotis, 21'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/98/fb/22/723009667.jpg,https://www.idealista.com/inmueble/87492068/
25,Calle de San Germán,3,es,{'typology': 'flat'},32750,Tetuán,True,W-02GEIR,2,False,False,True,True,False,40.4562375,-3.6998358,Madrid,Cuatro Caminos,False,45,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2500.0,13.0,86397939,flat,Madrid,4,False,189.0,good,"{'subtitle': 'Cuatro Caminos, Madrid', 'title': 'Piso en Calle de San Germán'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/63/76/79/692171532.jpg,https://www.idealista.com/inmueble/86397939/
26,Calle Ercilla,1,es,{'typology': 'flat'},28797,Arganzuela,True,W-02HKOM,2,False,False,True,True,True,40.4006378,-3.7016677,Madrid,Acacias,False,20,rent,,900.0,14.0,87818753,flat,Madrid,1,False,65.0,good,"{'subtitle': 'Acacias, Madrid', 'title': 'Piso en Calle Ercilla'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8a/e0/d2/731641298.jpg,https://www.idealista.com/inmueble/87818753/
27,Calle JESUS,1,es,{'typology': 'flat'},29280,Centro,True,MR-JESUS1550,1,False,False,True,True,True,40.4146774,-3.6944236,Madrid,Huertas-Cortes,False,24,rent,,1550.0,22.0,84178908,flat,Madrid,2,False,72.0,good,"{'subtitle': 'Huertas-Cortes, Madrid', 'title': 'Piso en Calle JESUS'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/e9/96/633445469.jpg,https://www.idealista.com/inmueble/84178908/
28,Duque de Sesto,3,es,{'typology': 'flat'},28742,Salamanca,True,AM1911026,4,False,False,True,True,True,40.4239146,-3.6751664,Madrid,Goya,False,29,rent,,2700.0,18.0,87690572,flat,Madrid,3,False,150.0,good,"{'subtitle': 'Goya, Madrid', 'title': 'Piso en Duque de Sesto'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ff/5f/07/728587459.jpg,https://www.idealista.com/inmueble/87690572/
29,barrio Goya,3,es,{'typology': 'flat'},28692,Salamanca,True,159875,4,False,False,True,True,False,40.4221146,-3.6765664,Madrid,Goya,False,40,rent,,2700.0,18.0,87737535,flat,Madrid,3,False,150.0,good,"{'subtitle': 'Goya, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/cf/56/729764441.jpg,https://www.idealista.com/inmueble/87737535/
30,Edgar Neville,2,es,{'typology': 'flat'},31902,Tetuán,True,W-02H3C0,1,False,False,True,True,True,40.4484301,-3.6959318,Madrid,Cuatro Caminos,False,28,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1400.0,13.0,87265455,flat,Madrid,2,False,108.0,good,"{'subtitle': 'Cuatro Caminos, Madrid', 'title': 'Piso en Edgar Neville'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3f/63/13/716280479.jpg,https://www.idealista.com/inmueble/87265455/
31,"Rioja, 30",2,es,{'typology': 'flat'},52631,Villanueva de la Cañada,True,PMF0310,2,False,False,True,True,False,40.4351489,-3.9984761,Villanueva de la Cañada,,False,22,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",700.0,12.0,87354440,flat,Madrid,2,True,60.0,good,"{'subtitle': 'Villanueva de la Cañada, Villanueva de la Cañada', 'title': 'Piso en Rioja, 30'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/10/e2/44/718625800.jpg,https://www.idealista.com/inmueble/87354440/
32,Calle Edgar Neville,2,es,{'typology': 'flat'},31778,Tetuán,True,W-02GV65,5,False,False,True,True,True,40.4455301,-3.6976318,Madrid,Cuatro Caminos,False,28,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1400.0,13.0,87265127,flat,Madrid,2,False,108.0,good,"{'subtitle': 'Cuatro Caminos, Madrid', 'title': 'Piso en Calle Edgar Neville'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e1/c9/86/716271882.jpg,https://www.idealista.com/inmueble/87265127/
33,Solano,3,es,{'typology': 'flat'},35831,Zona Prado de Somosaguas - La Finca,True,W-02FZX5,2,False,False,True,True,True,40.4103809,-3.7927534,Pozuelo de Alarcón,Prado de Somosaguas,False,34,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2100.0,8.0,86578182,flat,Madrid,5,False,270.0,good,"{'subtitle': 'Prado de Somosaguas, Pozuelo de Alarcón', 'title': 'Piso en Solano'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/d1/3f/697185389.jpg,https://www.idealista.com/inmueble/86578182/
34,Calle Francisco José Arroyo,1,es,{'typology': 'flat'},27832,Hortaleza,True,W-02H8RW,2,False,False,True,True,True,40.45157,-3.6165042,Madrid,Palomas,False,25,rent,,1300.0,13.0,87388933,flat,Madrid,2,False,99.0,good,"{'subtitle': 'Palomas, Madrid', 'title': 'Piso en Calle Francisco José Arroyo'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/a8/86/731249617.jpg,https://www.idealista.com/inmueble/87388933/
35,"Avenida de La Rioja, 30",2,es,{'typology': 'flat'},52631,Villanueva de la Cañada,True,PMF0265,2,False,False,True,True,False,40.4351489,-3.9984761,Villanueva de la Cañada,,False,25,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",700.0,10.0,37475300,flat,Madrid,2,True,69.0,good,"{'subtitle': 'Villanueva de la Cañada, Villanueva de la Cañada', 'title': 'Piso en Avenida de La Rioja, 30'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/62/01/3c/642274288.jpg,https://www.idealista.com/inmueble/37475300/
36,Calle Edgar Neville,2,es,{'typology': 'flat'},31751,Tetuán,True,W-02H3BM,4,False,False,True,True,True,40.4467301,-3.6956318,Madrid,Cuatro Caminos,False,27,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1400.0,13.0,87265277,flat,Madrid,2,False,108.0,good,"{'subtitle': 'Cuatro Caminos, Madrid', 'title': 'Piso en Calle Edgar Neville'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/57/0c/716275665.jpg,https://www.idealista.com/inmueble/87265277/
37,Edgar Neville,2,es,{'typology': 'flat'},31819,Tetuán,True,W-02H3CB,6,False,False,True,True,True,40.4475301,-3.6957318,Madrid,Cuatro Caminos,False,25,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1400.0,13.0,87266052,flat,Madrid,2,False,108.0,good,"{'subtitle': 'Cuatro Caminos, Madrid', 'title': 'Piso en Edgar Neville'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/82/9f/716295637.jpg,https://www.idealista.com/inmueble/87266052/
38,Calle de Silva,1,es,{'typology': 'flat'},30734,Centro,True,W-02GVQX,5,False,False,True,True,True,40.4219332,-3.7088313,Madrid,Palacio,False,28,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1300.0,19.0,87080107,flat,Madrid,1,False,69.0,good,"{'subtitle': 'Palacio, Madrid', 'title': 'Piso en Calle de Silva'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0f/f0/13/710721588.jpg,https://www.idealista.com/inmueble/87080107/
39,Calle Darío Aparicio,1,es,{'typology': 'flat'},37615,Moncloa,True,W-02HO4O,2,False,False,True,True,True,40.4657763,-3.7666514,Madrid,Valdemarín,False,26,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1300.0,17.0,87064979,flat,Madrid,1,False,75.0,good,"{'subtitle': 'Valdemarín, Madrid', 'title': 'Piso en Calle Darío Aparicio'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d4/05/2f/710252971.jpg,https://www.idealista.com/inmueble/87064979/
40,barrio Ciudad Jardín,2,es,{'typology': 'flat'},30776,Chamartín,True,AM1910061,2,False,False,True,True,True,40.4489134,-3.6761514,Madrid,Ciudad Jardín,False,36,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1990.0,17.0,87360170,flat,Madrid,2,False,114.0,good,"{'subtitle': 'Ciudad Jardín, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8f/d3/5a/718773166.jpg,https://www.idealista.com/inmueble/87360170/
41,Calle del Doctor Castelo,1,es,{'typology': 'flat'},28715,Retiro,False,G60097-14,2,False,False,True,True,False,40.4221516,-3.6769045,Madrid,Ibiza,False,21,rent,,1400.0,22.0,87545970,flat,Madrid,2,False,63.0,good,"{'subtitle': 'Ibiza, Madrid', 'title': 'Piso en Calle del Doctor Castelo'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/36/f3/ae/724386153.jpg,https://www.idealista.com/inmueble/87545970/
