index,address,bathrooms,country,detailedType,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,numPhotos,operation,parkingSpace,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts,thumbnail,url
19,Calle de Julián Romea,2,es,{'typology': 'flat'},32655,Chamberí,True,W-02G9GX,8,False,False,True,True,True,40.4428655,-3.7150988,Madrid,Vallehermoso,False,32,rent,,2000.0,18.0,86354107,flat,Madrid,3,False,111.0,good,"{'subtitle': 'Vallehermoso, Madrid', 'title': 'Piso en Calle de Julián Romea'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/9d/1a/690767315.jpg,https://www.idealista.com/inmueble/86354107/
20,Calle de Pizarro,6,es,{'typology': 'flat'},30681,Centro,True,W-02HBGK,2,False,False,True,True,True,40.4248569,-3.7048152,Madrid,Malasaña-Universidad,False,45,rent,,4800.0,13.0,87529460,flat,Madrid,4,False,380.0,good,"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en Calle de Pizarro'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/d4/b1/723933893.jpg,https://www.idealista.com/inmueble/87529460/
21,Calle Mercedes Formica s/n,1,es,{'typology': 'flat'},47675,Montecillo - Pinar de las Rozas,True,,1,True,False,True,False,True,40.4987141,-3.8838284,Las Rozas de Madrid,Montecillo - Pinar de las Rozas,False,11,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",890.0,13.0,37238207,flat,Madrid,2,True,70.0,good,"{'subtitle': 'Montecillo - Pinar de las Rozas, Las Rozas de Madrid', 'title': 'Piso en Calle Mercedes Formica s/n'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/61/99/631750918.jpg,https://www.idealista.com/inmueble/37238207/
22,Paseo de la Castellana,2,es,{'typology': 'flat'},31347,Chamartín,False,DQ-CASTELLANA3200.,1,False,False,True,False,True,40.4443748,-3.6919814,Madrid,El Viso,False,26,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3200.0,19.0,87785299,flat,Madrid,3,False,168.0,good,"{'subtitle': 'El Viso, Madrid', 'title': 'Piso en Paseo de la Castellana'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8a/97/bd/730868369.jpg,https://www.idealista.com/inmueble/87785299/
23,Calle de Bravo Murillo,1,es,{'typology': 'flat'},31553,Chamberí,True,RP75201964980,3,False,False,True,False,False,40.4381387,-3.7031474,Madrid,Arapiles,False,23,rent,,1050.0,17.0,87924920,flat,Madrid,2,False,62.0,renew,"{'subtitle': 'Arapiles, Madrid', 'title': 'Piso en Calle de Bravo Murillo'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/8e/17/734388249.jpg,https://www.idealista.com/inmueble/87924920/
24,Calle de Don Ramón de la Cruz,2,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",29455,Salamanca,True,VH-DRC2100,6,False,False,True,False,True,40.4308281,-3.6781287,Madrid,Lista,False,30,rent,,2100.0,17.0,87690629,penthouse,Madrid,2,False,125.0,good,"{'subtitle': 'Lista, Madrid', 'title': 'Ático en Calle de Don Ramón de la Cruz'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/b1/81/728588281.jpg,https://www.idealista.com/inmueble/87690629/
25,"argensola, 7",3,es,{'typology': 'flat'},30080,Centro,True,JH-ARGENSOLA4500,4,False,False,True,False,False,40.4251007,-3.6951439,Madrid,Chueca-Justicia,False,22,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 200.0}",4100.0,28.0,87460304,flat,Madrid,2,True,147.0,good,"{'subtitle': 'Chueca-Justicia, Madrid', 'title': 'Piso en argensola, 7'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ba/55/69/722062338.jpg,https://www.idealista.com/inmueble/87460304/
26,Calle de Goya,4,es,{'typology': 'flat'},28874,Salamanca,True,,3,False,False,True,False,False,40.4236704,-3.677611,Madrid,Goya,False,14,rent,,3200.0,15.0,87907538,flat,Madrid,4,False,220.0,good,"{'subtitle': 'Goya, Madrid', 'title': 'Piso en Calle de Goya'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/91/3b/bc/733988119.jpg,https://www.idealista.com/inmueble/87907538/
27,"Doctor Castelo, 48",2,es,{'typology': 'flat'},28345,Retiro,True,3205,4,False,False,True,True,False,40.4200033,-3.6735544,Madrid,Ibiza,False,37,rent,,1450.0,13.0,87608766,flat,Madrid,3,True,116.0,good,"{'subtitle': 'Ibiza, Madrid', 'title': 'Piso en Doctor Castelo, 48'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1e/28/7b/726095237.jpg,https://www.idealista.com/inmueble/87608766/
28,Calle de Don Ramón de la Cruz,2,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",29033,Salamanca,True,159803,6,False,False,True,True,False,40.4273281,-3.6756287,Madrid,Lista,False,15,rent,,2100.0,15.0,87701557,penthouse,Madrid,2,False,143.0,good,"{'subtitle': 'Lista, Madrid', 'title': 'Ático en Calle de Don Ramón de la Cruz'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6b/2f/40/728857046.jpg,https://www.idealista.com/inmueble/87701557/
29,barrio Huertas-Cortes,1,es,{'typology': 'flat'},29377,Centro,True,AM1902045,1,False,False,True,True,True,40.4136956,-3.6969798,Madrid,Huertas-Cortes,False,24,rent,,1550.0,22.0,84270967,flat,Madrid,2,False,71.0,good,"{'subtitle': 'Huertas-Cortes, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d7/30/90/635463085.jpg,https://www.idealista.com/inmueble/84270967/
30,Plaza de España,1,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",31156,Moncloa,True,,6,False,False,True,True,False,40.4241524,-3.7128911,Madrid,Argüelles,False,24,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 125.0}",1550.0,17.0,86594114,penthouse,Madrid,1,False,93.0,good,"{'subtitle': 'Argüelles, Madrid', 'title': 'Ático en Plaza de España'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/17/14/41/697657145.jpg,https://www.idealista.com/inmueble/86594114/
31,Juan Bravo,4,es,{'typology': 'flat'},29473,Salamanca,True,AM1904003,4,False,False,True,True,True,40.430897,-3.6783251,Madrid,Lista,False,16,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2900.0,14.0,85769418,flat,Madrid,4,False,209.0,good,"{'subtitle': 'Lista, Madrid', 'title': 'Piso en Juan Bravo'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/a4/f3/674698131.jpg,https://www.idealista.com/inmueble/85769418/
32,barrio Lista,2,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",29165,Salamanca,True,03328,6,False,False,True,False,True,40.4272281,-3.6779287,Madrid,Lista,False,17,rent,,2100.0,17.0,87921127,penthouse,Madrid,2,False,125.0,good,"{'subtitle': 'Lista, Madrid', 'title': 'Ático'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/34/70/734304433.jpg,https://www.idealista.com/inmueble/87921127/
33,Moratin,2,es,{'typology': 'flat'},29326,Centro,True,AM1910104,3,False,False,True,False,True,40.4134177,-3.6964931,Madrid,Huertas-Cortes,False,24,rent,,2100.0,13.0,87509592,flat,Madrid,2,False,164.0,good,"{'subtitle': 'Huertas-Cortes, Madrid', 'title': 'Piso en Moratin'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/50/ca/36/723444866.jpg,https://www.idealista.com/inmueble/87509592/
34,Calle Martinez Izquierdo,1,es,{'typology': 'flat'},29057,Salamanca,False,22056,3,True,False,False,False,False,40.4314374,-3.6707225,Madrid,Guindalera,False,23,rent,,1000.0,17.0,28521751,flat,Madrid,2,False,60.0,good,"{'subtitle': 'Guindalera, Madrid', 'title': 'Piso en Calle Martinez Izquierdo'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/40/c7/f0/730638003.jpg,https://www.idealista.com/inmueble/28521751/
35,"Calle de Atocha, 91",1,es,{'typology': 'flat'},29168,Centro,True,RP127201964439,3,False,False,True,False,False,40.4112247,-3.6964391,Madrid,Huertas-Cortes,False,12,rent,,1000.0,20.0,87773813,flat,Madrid,1,True,50.0,good,"{'subtitle': 'Huertas-Cortes, Madrid', 'title': 'Piso en Calle de Atocha, 91'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2f/3e/a3/730588455.jpg,https://www.idealista.com/inmueble/87773813/
36,"Calle de Moratín, 14",2,es,{'typology': 'flat'},29281,Centro,True,MSN-000B243,3,False,False,True,True,True,40.4122177,-3.6970931,Madrid,Huertas-Cortes,False,33,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 150.0}",2100.0,17.0,85604843,flat,Madrid,2,True,123.0,good,"{'subtitle': 'Huertas-Cortes, Madrid', 'title': 'Piso en Calle de Moratín, 14'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f0/cd/ef/667954902.jpg,https://www.idealista.com/inmueble/85604843/
37,"Calle Mota del Cuervo, 10",1,es,{'typology': 'flat'},29897,Hortaleza,True,BSMV2,2,False,False,True,True,True,40.4644435,-3.6348525,Madrid,Canillas,False,24,rent,,1000.0,11.0,87799771,flat,Madrid,3,True,92.0,good,"{'subtitle': 'Canillas, Madrid', 'title': 'Piso en Calle Mota del Cuervo, 10'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/18/5d/731207602.jpg,https://www.idealista.com/inmueble/87799771/
38,barrio Ciudad Jardín,1,es,{'typology': 'flat'},30453,Chamartín,True,RP189201964839,2,False,False,True,False,False,40.4475179,-3.6725183,Madrid,Ciudad Jardín,False,17,rent,,900.0,15.0,87882665,flat,Madrid,1,False,59.0,good,"{'subtitle': 'Ciudad Jardín, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/d4/11/733226661.jpg,https://www.idealista.com/inmueble/87882665/
39,Pizarro,5,es,"{'typology': 'flat', 'subTypology': 'duplex'}",30577,Centro,True,CE-68,2,False,False,True,False,False,40.4229569,-3.7053152,Madrid,Malasaña-Universidad,False,41,rent,,4800.0,11.0,86936045,duplex,Madrid,4,False,440.0,good,"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Dúplex en Pizarro'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/89/65/706385598.jpg,https://www.idealista.com/inmueble/86936045/
40,Calle de Anoeta,2,es,{'typology': 'flat'},25965,Villaverde,False,330I56ONA5I,5,False,False,True,False,False,40.34916,-3.70387,Madrid,San Andrés,False,23,rent,,1000.0,7.0,87641463,flat,Madrid,3,False,146.0,good,"{'subtitle': 'San Andrés, Madrid', 'title': 'Piso en Calle de Anoeta'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/f5/91/727025638.jpg,https://www.idealista.com/inmueble/87641463/
41,barrio Mirasierra,3,es,{'typology': 'flat'},36872,Fuencarral,False,W-02GH4R,4,False,False,True,False,False,40.4974553,-3.7129106,Madrid,Mirasierra,False,37,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2100.0,12.0,86499621,flat,Madrid,4,False,174.0,,"{'subtitle': 'Mirasierra, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5e/48/3f/695735055.jpg,https://www.idealista.com/inmueble/86499621/
42,Calle San Manuel,1,es,{'typology': 'flat'},32992,Latina,True,A096,3,False,False,True,True,False,40.4002794,-3.7616149,Madrid,Aluche,False,39,rent,,999.0,11.0,87495668,flat,Madrid,3,False,95.0,good,"{'subtitle': 'Aluche, Madrid', 'title': 'Piso en Calle San Manuel'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/39/ee/72/730081061.jpg,https://www.idealista.com/inmueble/87495668/
43,barrio Chueca-Justicia,1,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",30069,Centro,True,4768 RN,5,False,False,True,True,False,40.4243658,-3.695813,Madrid,Chueca-Justicia,False,20,rent,,1600.0,24.0,87611615,penthouse,Madrid,1,False,66.0,good,"{'subtitle': 'Chueca-Justicia, Madrid', 'title': 'Ático'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/b3/f4/726164718.jpg,https://www.idealista.com/inmueble/87611615/
44,barrio San Juan Bautista,3,es,{'typology': 'flat'},30382,Ciudad Lineal,True,1479 - 001-01529,2,False,False,True,False,False,40.456077,-3.6584104,Madrid,San Juan Bautista,False,43,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2100.0,12.0,86544042,flat,Madrid,4,False,180.0,good,"{'subtitle': 'San Juan Bautista, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/e3/31/704904816.jpg,https://www.idealista.com/inmueble/86544042/
45,Calle de Pelayo,1,es,{'typology': 'flat'},30366,Centro,False,1428/698,4,False,False,False,False,True,40.4245984,-3.7002085,Madrid,Chueca-Justicia,False,26,rent,,1000.0,23.0,87423570,flat,Madrid,1,False,43.0,good,"{'subtitle': 'Chueca-Justicia, Madrid', 'title': 'Piso en Calle de Pelayo'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7e/75/78/720661158.jpg,https://www.idealista.com/inmueble/87423570/
46,barrio Pau de Carabanchel,2,es,{'typology': 'flat'},32018,Carabanchel,True,1521/355,1,False,False,True,False,False,40.3716791,-3.7689366,Madrid,Pau de Carabanchel,False,46,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1000.0,11.0,87875468,flat,Madrid,2,False,87.0,good,"{'subtitle': 'Pau de Carabanchel, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2b/cb/ea/717353041.jpg,https://www.idealista.com/inmueble/87875468/
47,Calle Manuel,1,es,{'typology': 'flat'},31197,Centro,False,M51E,1,False,False,False,True,False,40.4251567,-3.7124397,Madrid,Malasaña-Universidad,False,18,rent,,1000.0,18.0,87006002,flat,Madrid,2,False,56.0,good,"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en Calle Manuel'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/40/46/7e/724028594.jpg,https://www.idealista.com/inmueble/87006002/
48,"Calle de Sánchez Preciado, 13",1,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",33629,Moncloa,True,3382-83752,2,False,False,False,False,False,40.4585112,-3.7115433,Madrid,Valdezarza,False,29,rent,,900.0,14.0,87379020,penthouse,Madrid,2,True,65.0,good,"{'subtitle': 'Valdezarza, Madrid', 'title': 'Ático en Calle de Sánchez Preciado, 13'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f7/0e/55/734572138.jpg,https://www.idealista.com/inmueble/87379020/
49,Av. de Valladolid,1,es,{'typology': 'flat'},32665,Moncloa,True,NP193,3,False,False,True,False,False,40.4292459,-3.7304044,Madrid,Casa de Campo,False,30,rent,,1000.0,13.0,87821069,flat,Madrid,3,False,75.0,good,"{'subtitle': 'Casa de Campo, Madrid', 'title': 'Piso en Av. de Valladolid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/56/36/77/732512171.jpg,https://www.idealista.com/inmueble/87821069/
0,Calle Alcalá,1,es,{'typology': 'flat'},28960,Salamanca,False,1005,2,False,False,True,False,False,40.4261165,-3.6759695,Madrid,Goya,False,11,rent,,1000.0,18.0,81420110,flat,Madrid,1,False,55.0,good,"{'subtitle': 'Goya, Madrid', 'title': 'Piso en Calle Alcalá'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/9c/5e/576565288.jpg,https://www.idealista.com/inmueble/81420110/
1,Calle Islas Marianas,2,es,"{'typology': 'flat', 'subTypology': 'duplex'}",34564,Moncloa,True,A-FRAN-266,1,False,False,False,False,False,40.4627175,-3.7215933,Madrid,Ciudad Universitaria,False,15,rent,,1000.0,14.0,87822070,duplex,Madrid,1,False,70.0,good,"{'subtitle': 'Ciudad Universitaria, Madrid', 'title': 'Dúplex en Calle Islas Marianas'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/e3/81/731914420.jpg,https://www.idealista.com/inmueble/87822070/
2,Calle Mar Rojo,3,es,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",44366,Zona Monte el Pilar,False,521.19,,False,False,,False,True,40.4701513,-3.8623761,Majadahonda,,False,39,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2100.0,7.0,86876265,chalet,Madrid,4,False,290.0,good,"{'subtitle': 'Zona Monte el Pilar, Majadahonda', 'title': 'Chalet pareado en Calle Mar Rojo'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8e/13/8c/705320829.jpg,https://www.idealista.com/inmueble/86876265/
3,Avenida de Alberto de Alcocer,1,es,{'typology': 'flat'},31803,Chamartín,True,,3,False,False,True,False,False,40.4571432,-3.6823268,Madrid,Bernabéu-Hispanoamérica,False,15,rent,,1000.0,20.0,87636622,flat,Madrid,1,False,50.0,good,"{'subtitle': 'Bernabéu-Hispanoamérica, Madrid', 'title': 'Piso en Avenida de Alberto de Alcocer'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/d8/3d/726895951.jpg,https://www.idealista.com/inmueble/87636622/
4,"Clara del Rey, 3",1,es,{'typology': 'flat'},29937,Chamartín,True,CR31D,1,False,False,True,True,False,40.4402935,-3.6736897,Madrid,Prosperidad,False,15,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 100.0}",1000.0,18.0,87726207,flat,Madrid,1,True,55.0,good,"{'subtitle': 'Prosperidad, Madrid', 'title': 'Piso en Clara del Rey, 3'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/30/78/89/729448251.jpg,https://www.idealista.com/inmueble/87726207/
5,Calle Sagasta,3,es,{'typology': 'flat'},30803,Chamberí,True,cr178,1,False,False,True,False,False,40.4278697,-3.7033049,Madrid,Trafalgar,False,23,rent,,2000.0,11.0,25459889,flat,Madrid,3,False,185.0,good,"{'subtitle': 'Trafalgar, Madrid', 'title': 'Piso en Calle Sagasta'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c7/a2/63/30940848.jpg,https://www.idealista.com/inmueble/25459889/
6,Sagasta,3,es,{'typology': 'flat'},30712,Chamberí,True,cr1470,1,False,False,True,False,False,40.4275487,-3.7022614,Madrid,Trafalgar,False,20,rent,,2000.0,11.0,86695467,flat,Madrid,3,False,190.0,good,"{'subtitle': 'Trafalgar, Madrid', 'title': 'Piso en Sagasta'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/3f/be/700865611.jpg,https://www.idealista.com/inmueble/86695467/
7,barrio Quintana,1,es,{'typology': 'flat'},27846,Ciudad Lineal,True,,1,False,False,True,False,False,40.4345857,-3.6453402,Madrid,Quintana,False,16,rent,,1000.0,12.0,87955869,flat,Madrid,2,False,85.0,good,"{'subtitle': 'Quintana, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/80/e3/c8/735032106.jpg,https://www.idealista.com/inmueble/87955869/
8,Casco Antiguo,1,es,{'typology': 'flat'},44874,Casco Antiguo,True,,1,False,False,False,False,False,40.4716854,-3.8682571,Majadahonda,,False,2,rent,,1000.0,14.0,87965992,flat,Madrid,2,False,70.0,good,"{'subtitle': 'Casco Antiguo, Majadahonda', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bb/34/4c/735284328.jpg,https://www.idealista.com/inmueble/87965992/
9,"Plaza del Conde del Valle de Súchil, 10",3,es,{'typology': 'flat'},31248,Chamberí,True,,6,False,False,True,False,False,40.4308311,-3.7068903,Madrid,Arapiles,False,37,rent,,2150.0,12.0,87529141,flat,Madrid,4,True,178.0,good,"{'subtitle': 'Arapiles, Madrid', 'title': 'Piso en Plaza del Conde del Valle de Súchil, 10'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/d2/39/732738044.jpg,https://www.idealista.com/inmueble/87529141/
10,"Calle de Alesanco, 9",1,es,{'typology': 'flat'},33803,Moncloa,False,,bj,False,False,False,False,False,40.4620336,-3.7098283,Madrid,Valdezarza,False,26,rent,,695.0,11.0,87622703,flat,Madrid,1,True,65.0,good,"{'subtitle': 'Valdezarza, Madrid', 'title': 'Piso en Calle de Alesanco, 9'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/de/c0/12/726517007.jpg,https://www.idealista.com/inmueble/87622703/
11,Calle de María de Guzmán,1,es,{'typology': 'flat'},31860,Chamberí,True,JT-123-AU,1,False,False,True,False,False,40.4455497,-3.6989479,Madrid,Nuevos Ministerios-Ríos Rosas,False,29,rent,,1000.0,17.0,87494647,flat,Madrid,2,False,59.0,good,"{'subtitle': 'Nuevos Ministerios-Ríos Rosas, Madrid', 'title': 'Piso en Calle de María de Guzmán'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/b7/98/723084116.jpg,https://www.idealista.com/inmueble/87494647/
12,barrio Fuente del Berro,1,es,{'typology': 'flat'},28425,Salamanca,True,M10310A,bj,False,False,True,True,False,40.4249593,-3.6686405,Madrid,Fuente del Berro,False,13,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1450.0,17.0,87758626,flat,Madrid,2,False,83.0,good,"{'subtitle': 'Fuente del Berro, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e9/67/26/730220858.jpg,https://www.idealista.com/inmueble/87758626/
13,Universidad,1,es,{'typology': 'flat'},26194,Universidad,False,VI-000-030-648-465,,False,False,,True,False,40.3159309,-3.7240902,Getafe,,False,17,rent,,805.0,12.0,35422025,flat,Madrid,4,False,65.0,good,"{'subtitle': 'Universidad, Getafe', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/96/d1/a3/180238236.jpg,https://www.idealista.com/inmueble/35422025/
14,barrio Recoletos,4,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",29574,Salamanca,False,1009,4,False,False,True,True,False,40.4220105,-3.690758,Madrid,Recoletos,False,52,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",10000.0,24.0,85899438,penthouse,Madrid,4,False,415.0,good,"{'subtitle': 'Recoletos, Madrid', 'title': 'Ático'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/96/e5/bb/678316178.jpg,https://www.idealista.com/inmueble/85899438/
15,Calle Mar del Norte,1,es,{'typology': 'flat'},22851,El Puerto,True,"MAR DEL NORTE, 5",4,False,False,True,False,False,40.4201445,-3.572267,Coslada,,False,18,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1000.0,9.0,87815652,flat,Madrid,3,False,117.0,good,"{'subtitle': 'El Puerto, Coslada', 'title': 'Piso en Calle Mar del Norte'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dd/4b/32/731576895.jpg,https://www.idealista.com/inmueble/87815652/
16,"Paseo de San Francisco de Sales, 25",3,es,{'typology': 'flat'},32536,Chamberí,True,,3,False,False,True,False,False,40.44193,-3.71432,Madrid,Vallehermoso,False,39,rent,,2900.0,16.0,87243262,flat,Madrid,3,True,179.0,good,"{'subtitle': 'Vallehermoso, Madrid', 'title': 'Piso en Paseo de San Francisco de Sales, 25'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3a/57/1a/715690420.jpg,https://www.idealista.com/inmueble/87243262/
17,Avenida de Fuenlabrada,2,es,{'typology': 'flat'},29854,Centro,True,,1,False,False,True,True,False,40.326068,-3.7651645,Leganés,Casco Antiguo,False,7,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1000.0,12.0,87423782,flat,Madrid,3,False,82.0,good,"{'subtitle': 'Casco Antiguo, Leganés', 'title': 'Piso en Avenida de Fuenlabrada'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/c4/7f/720667904.jpg,https://www.idealista.com/inmueble/87423782/
18,Calle San Martín de Porres,3,es,{'typology': 'flat'},34928,Moncloa,True,,3,False,False,True,False,False,40.4653244,-3.7242702,Madrid,Ciudad Universitaria,False,31,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2100.0,13.0,87401730,flat,Madrid,3,False,160.0,good,"{'subtitle': 'Ciudad Universitaria, Madrid', 'title': 'Piso en Calle San Martín de Porres'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/c9/62/720029156.jpg,https://www.idealista.com/inmueble/87401730/
19,barrio Arapiles,3,es,{'typology': 'flat'},30974,Chamberí,True,,1,False,False,True,False,False,40.4291189,-3.7045682,Madrid,Arapiles,False,25,rent,,2000.0,11.0,87358441,flat,Madrid,3,False,180.0,good,"{'subtitle': 'Arapiles, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6d/9e/50/718735545.jpg,https://www.idealista.com/inmueble/87358441/
20,Noreste,2,es,{'typology': 'flat'},24172,Noreste,True,1057,2,False,False,True,False,False,40.462316,-3.4568802,Torrejón de Ardoz,,False,30,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1000.0,6.0,87762622,flat,Madrid,3,False,156.0,good,"{'subtitle': 'Noreste, Torrejón de Ardoz', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6d/07/4c/733702379.jpg,https://www.idealista.com/inmueble/87762622/
21,Plaza de España,2,es,{'typology': 'flat'},31013,Moncloa,True,CH-03458,5,False,False,True,False,True,40.4215524,-3.7134911,Madrid,Argüelles,False,10,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 175.0}",1550.0,17.0,86827927,flat,Madrid,2,False,90.0,good,"{'subtitle': 'Argüelles, Madrid', 'title': 'Piso en Plaza de España'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b4/32/2e/728073028.jpg,https://www.idealista.com/inmueble/86827927/
22,Villanueva de la Cañada,2,es,{'typology': 'flat'},53456,Villanueva de la Cañada,True,AP822,2,False,False,True,False,False,40.4408789,-4.0058227,Villanueva de la Cañada,,False,9,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1050.0,12.0,87622334,flat,Madrid,3,False,90.0,good,"{'subtitle': 'Villanueva de la Cañada, Villanueva de la Cañada', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/34/18/38/726509924.jpg,https://www.idealista.com/inmueble/87622334/
